url,name,designation,college,department,research_area,research_area_details,experience,institution_name,,,,,,,,,,
https://nitt.irins.org/profile/93023,Dr Deendayal Rathod,Associate Professor,"National Institute of Technology, Tiruchirappalli",Department of Civil Engineering,Civil Engineering,"Soil-structure interaction, Pile Foundations, Offshore Engineering, Soil-buried pipeline interaction, Ground improvement  Techniques, Geoenvironmental Engineering","[""Associate Professor | Department of Civil Engineering | National Institute of Technology, Tiruchirappalli"", ""Assistant Professor | Department of Civil Engineering | National Institute of Technology, Tiruchirappalli""]",National Institute of Technology Tiruchirappalli,,,,,,,,,,
https://nitt.irins.org/profile/315882,Dr Raghava Kumar Vanama,Assistant Professor,"National Institute of Technology, Tiruchirappalli",Department of Civil Engineering,Civil Engineering,"Structural Engineering, Bridge Engineering, Durability of Concrete Structures, Rebar Corrosion, Steel-Concrete interface, Ocean Structures, Service Life of Reinforced Concrete Structures, Material Characterization, Conditional Assessment and Non-Destructive Testing, Repair and Rehabilitation of RC Structures","[""Assistant Professor | Department of Civil Engineering | National Institute of Technology, Tiruchirappalli"", ""Post-Doctoral Fellow | Indian Institute of Technology Bombay"", ""Project Scientist | National Institute""]",National Institute of Technology Tiruchirappalli,,,,,,,,,,
https://nitt.irins.org/profile/62822,Prof S T Ramesh,Professor,"National Institute of Technology, Tiruchirappalli",Department of Civil Engineering,Environmental Engineering,Water treatment for domestic and industrial use,"[""Professor | Department of Civil Engineering | National Institute of Technology, Tiruchirappalli""]",National Institute of Technology Tiruchirappalli,,,,,,,,,,
https://nitt.irins.org/profile/93017,Dr Sunitha V,Assistant Professor,"National Institute of Technology, Tiruchirappalli",Department of Civil Engineering,Civil Engineering,Civil Engineering and Transportation Engineering,"[""Assistant Professor | Department of Civil Engineering | National Institute of Technology, Tiruchirappalli""]",National Institute of Technology Tiruchirappalli,,,,,,,,,,
https://nitt.irins.org/profile/323367,Dr Chandaluri Vinay  Kumar,Assistant Professor,"National Institute of Technology, Tiruchirappalli",Department of Civil Engineering,Civil Engineering,"Laterally and Axially Loaded Piles, Earth Retaining Structures, Granular Anchor Piles, Ground Improvement Techniques, Non-linear Finite Element Analysis","[""Assistant Professor | Department of Civil Engineering | National Institute of Technology, Tiruchirappalli""]",National Institute of Technology Tiruchirappalli,,,,,,,,,,
https://nitt.irins.org/profile/93029,Dr Saravanan  Subbarayan,Associate Professor,"National Institute of Technology, Tiruchirappalli",Department of Civil Engineering,Remote Sensing,"Remote Sensing, Rainfall-Runoff modeling, Climate Change Impact Analysis, Machine learning and Deep learning applications for Hydrology and Disaster modeling, Microwave and Hyperspectral applications for Agriculture, landslide and Flood modeling.","[""Associate Professor | Department of Civil Engineering | National Institute of Technology, Tiruchirappalli"", ""Assistant Professor | Department of Civil Engineering | National Institute of Technology, Tiruchirappalli""]",National Institute of Technology Tiruchirappalli,,,,,,,,,,
https://nitt.irins.org/profile/93035,Dr Marisamynathan S,Assistant Professor,"National Institute of Technology, Tiruchirappalli",Department of Civil Engineering,Transportation,"Road Safety and Accident Analysis;

Next Generation of Transportation (Electric Vehicles/Connected & Autonomous Vehicles/ITS);

Non-Motorized Transportation System (Pedestrians and Bicyclists);

Transportation Surveys, Statistical Analysis, and Modelling;

Traffic Operation and Simulation;

Transportation Systems and Logistics;

Sustainable Transportation Planning","[""Assistant Professor | Department of Civil Engineering | National Institute of Technology, Tiruchirappalli"", ""Project Scientist | Indian Institute of Technology Bombay"", ""Research Associate | Indian Institute of Technology Bombay""]",National Institute of Technology Tiruchirappalli,,,,,,,,,,
https://nitt.irins.org/profile/93033,Dr Senthilkumar R,Assistant Professor,"National Institute of Technology, Tiruchirappalli",Department of Civil Engineering,Civil Engineering,"Earthquake Resistant Design of Structures, Steel Concrete Composite Structures, Development of New Materials, Fire Engineering and Stability of Steel Structures","[""Assistant Professor | Department of Civil Engineering | National Institute of Technology, Tiruchirappalli""]",National Institute of Technology Tiruchirappalli,,,,,,,,,,
https://nitt.irins.org/profile/93039,Dr Raghavan R,Assistant Professor,"National Institute of Technology, Tiruchirappalli",Department of Civil Engineering,Construction and Building Technology,"Steel structures, structural mechanics, stability of structures","[""Assistant Professor | Department of Civil Engineering | National Institute of Technology, Tiruchirappalli""]",National Institute of Technology Tiruchirappalli,,,,,,,,,,
https://nitt.irins.org/profile/145419,Dr Darshana O,Assistant Professor,"National Institute of Technology, Tiruchirappalli",Department of Civil Engineering,Transportation,"User perception, Traffic operations, Traffic Engineering and Management, Road safety","[""Assistant Professor | Department of Civil Engineering | National Institute of Technology, Tiruchirappalli"", ""Post-Doctoral Fellow | Indian Institute of Technology Palakkad"", ""Assistant Professor | A P J Abdul Kalam Technological University""]",National Institute of Technology Tiruchirappalli,,,,,,,,,,
https://nitt.irins.org/profile/93013,Prof S Jayalekshmi,Professor,"National Institute of Technology, Tiruchirappalli",Department of Civil Engineering,Civil Engineering,Geotechnical Engineering,"[""Professor | Department of Civil Engineering | National Institute of Technology, Tiruchirappalli""]",National Institute of Technology Tiruchirappalli,,,,,,,,,,
https://nitt.irins.org/profile/93037,Dr Jeevan Joseph,Assistant Professor,"National Institute of Technology, Tiruchirappalli",Department of Civil Engineering,Civil Engineering,"Soil Mechanics, Soil Instrumentation, Sensors, Energy Geotechnics, THMC Modelling.","[""Assistant Professor | Department of Civil Engineering | National Institute of Technology, Tiruchirappalli""]",National Institute of Technology Tiruchirappalli,,,,,,,,,,
https://nitt.irins.org/profile/93047,Prof S Nickolas,Professor,"National Institute of Technology, Tiruchirappalli",Department of Computer Applications,Computer Science Information Systems,"Data Mining, Big Data Analytics, Cloud Computing and High Perforamce Computing","[""Professor | Department of Computer Applications | National Institute of Technology, Tiruchirappalli""]",National Institute of Technology Tiruchirappalli,,,,,,,,,,
https://nitt.irins.org/profile/313782,Dr Sindhia Lingaswamy,Assistant Professor,"National Institute of Technology, Tiruchirappalli",Department of Computer Applications,Computer Science Artificial Intelligence,"Computer
Vision, Image Processing, Artificial Intelligence,
Machine Learning, Data Analytics","[""Assistant Professor | Department of Computer Applications | National Institute of Technology, Tiruchirappalli""]",National Institute of Technology Tiruchirappalli,,,,,,,,,,
https://nitt.irins.org/profile/93059,Dr S Domnic,Professor,"National Institute of Technology, Tiruchirappalli",Department of Computer Applications,Computer Science Software Engineering,"Data Compression, Image and Video Analysis, Deep Learning","[""Professor | Department of Computer Applications | National Institute of Technology, Tiruchirappalli""]",National Institute of Technology Tiruchirappalli,,,,,,,,,,
https://nitt.irins.org/profile/93053,Dr S. Sangeetha,Associate Professor,"National Institute of Technology, Tiruchirappalli",Department of Computer Applications,Computer Science Information Systems,"Information Extraction, Natural Language Processing","[""Associate Professor | Department of Computer Applications | National Institute of Technology, Tiruchirappalli"", ""Assistant Professor | Department of Computer Applications | National Institute of Technology, Tiruchirappalli""]",National Institute of Technology Tiruchirappalli,,,,,,,,,,
https://nitt.irins.org/profile/93051,Prof P J A Alphonse,Professor,"National Institute of Technology, Tiruchirappalli",Department of Computer Applications,Computer Science Cybernetics,"Graph and their Algorithms, Information Security, Wireless Networks","[""Professor | Department of Computer Applications | National Institute of Technology, Tiruchirappalli""]",National Institute of Technology Tiruchirappalli,,,,,,,,,,
https://nitt.irins.org/profile/93055,Dr R Eswari,Assistant Professor,"National Institute of Technology, Tiruchirappalli",Department of Computer Applications,Computer Science Theory and Methods,"Optimization Techniques, Multi-objective optimization, Cloud Computing, Distributed Scheduling, Wireless Sensor Networks","[""Assistant Professor | Department of Computer Applications | National Institute of Technology, Tiruchirappalli""]",National Institute of Technology Tiruchirappalli,,,,,,,,,,
https://nitt.irins.org/profile/154082,Dr Selvakumar Kamalanathan,Assistant Professor,"National Institute of Technology, Tiruchirappalli",Department of Computer Applications,Computer Science Theory and Methods,"Artificial Intelligence, Machine Learning, Deep Learning, Soft Computing, Wireless Sensor Networks (WSNs), IoT, Web Mining, NLP, and User Personalization","[""Assistant Professor | Department of Computer Applications | National Institute of Technology, Tiruchirappalli"", ""Associate Professor | Vellore Institute of Technology"", ""Assistant Professor - Senior Scale | Vellore Institute of Technology"", ""Assistant Professor | Vellore Institute of Technology"", ""Lecturer | SKR Engineering College"", ""Lecturer | Sri Nandhanam College of Engineering & Technology""]",National Institute of Technology Tiruchirappalli,,,,,,,,,,
https://nitt.irins.org/profile/93045,Prof S R Balasundaram,Professor,"National Institute of Technology, Tiruchirappalli",Department of Computer Applications,Computer Science Interdisciplinary SCI,"Web and Mobile Technologies, Cognitive Sciences and e-Learning Technologies","[""Professor | Department of Computer Applications | National Institute of Technology, Tiruchirappalli"", ""Associate Professor | National Institute of Technology, Tiruchirappalli""]",National Institute of Technology Tiruchirappalli,,,,,,,,,,
https://nitt.irins.org/profile/93057,Dr U Srinivasulu Reddy,Associate Professor,"National Institute of Technology, Tiruchirappalli",Department of Computer Applications,Computer Science Artificial Intelligence,"Data Analytics, Machine Learning and Deep Learning, Artificial Intelligence","[""Associate Professor | Department of Computer Applications | National Institute of Technology, Tiruchirappalli"", ""Assistant Professor | Department of Computer Applications | National Institute of Technology, Tiruchirappalli""]",National Institute of Technology Tiruchirappalli,,,,,,,,,,
https://nitt.irins.org/profile/637682,Dr ASHWINTH JANARTHANAN,Assistant Professor (Grade-II),"National Institute of Technology, Tiruchirappalli",Department of Computer Applications,Computer Science Artificial Intelligence,"Meta Learning, Quantum Technology and Intelligent Vision","[""Assistant Professor (Grade-II) | Department of Computer Applications | National Institute of Technology, Tiruchirappalli"", ""Assistant Professor (Grade-II) | Information Technology | SSN College of Engineering"", ""Assistant Professor | Information Technology | Sri Krishna College of Engineering and Technology"", ""Assistant Professor | Department of Information Technology | Sri Krishna College of Technology"", ""Lecturer | Information Technology | GOVERNMENT POLYTECHNIC, DAMAN-658"", ""Teaching Fellow | Information Technology | Madras Institute of Technology"", ""Assistant Professor | Information Technology | Karpagam College of Engineering"", ""Assistant Professor | Computer Science and Engineering | Karpagam Institute of Technology""]",National Institute of Technology Tiruchirappalli,,,,,,,,,,
https://nitt.irins.org/profile/161100,Dr Balaji Banothu,Assistant Professor,"National Institute of Technology, Tiruchirappalli",Department of Computer Applications,Computer Science Information Systems,Computer Applications,"[""Assistant Professor | Department of Computer Applications | National Institute of Technology, Tiruchirappalli"", ""Assistant Professor | Vignans Foundation for Science, Technology and Research""]",National Institute of Technology Tiruchirappalli,,,,,,,,,,
